Policy_ID,Customer_Age,Gender,Policy_Type,Annual_Income,Claim_History,Fraudulent_Claim,Premium_Amount,Claim_Amount,Risk_Score
POL000376,26.0,Female,Life,103584.95,3,0,806.49,8279.82,Medium
POL000377,58.0,Male,,78753.39,2,0,4336.33,5040.17,Medium
POL000378,52.0,Female,Auto,92812.04,0,0,4338.75,2701.04,Low
POL000379,36.0,Male,Health,100784.51,0,1,3433.03,24343.03,High
POL000380,89.0,Male,Auto,84704.64,0,0,4639.5,14994.89,Low
POL000381,33.0,Male,Health,50743.22,4,0,2076.25,5249.93,High
POL000382,20.0,Other,Health,41178.35,0,0,1304.74,12093.38,Low
POL000383,37.0,Female,Property,78719.52,0,1,6339.1,8702.06,High
POL000384,41.0,Female,Health,70718.59,1,0,1056.53,9382.09,Low
POL000385,71.0,Female,Auto,77184.79,3,0,4200.61,12633.32,Medium
POL000386,73.0,Female,Life,74598.65,2,0,3921.89,10470.91,Medium
POL000387,50.0,Female,Life,139589.34,1,0,1354.05,1129.24,Low
POL000388,41.0,,Auto,,0,0,2954.82,2972.36,Low
POL000389,69.0,Male,Life,30000.0,1,0,1762.87,13116.39,Low
POL000390,28.0,Male,Health,83309.42,2,0,1090.14,7121.23,Medium
POL000391,66.0,Female,Life,65589.44,1,0,1603.93,9017.2,Low
POL000392,25.0,Female,Auto,82901.7,1,0,3199.26,464.35,Low
POL000393,53.0,Male,Life,89597.08,2,0,3428.02,7361.02,Medium
POL000394,55.0,Male,Health,107102.62,1,0,1340.87,6519.76,Low
POL000395,92.0,Female,Health,37319.35,1,1,4351.14,29292.0,High
POL000396,37.0,Male,Auto,61082.05,0,0,3087.09,4189.27,Low
POL000397,79.0,Female,Auto,85719.03,2,0,2431.67,11183.97,Medium
POL000398,52.0,Other,Auto,94261.59,0,0,3408.23,10096.35,Low
POL000399,65.0,Male,Property,129836.24,3,0,1999.79,7694.7,Medium
POL000400,79.0,Male,Property,98892.6,1,0,1687.2,5697.2,Low
POL000401,42.0,Female,Health,73580.29,1,0,4668.4,4599.67,Low
POL000402,52.0,Female,Property,52739.11,2,0,4546.4,8072.98,Medium
POL000403,42.0,Female,Property,60892.75,0,0,2638.57,8694.68,Low
POL000404,46.0,Other,Life,60182.43,3,0,3217.5,6777.17,Medium
POL000405,35.0,Male,Property,91380.84,2,0,3456.25,4876.56,Medium
POL000406,63.0,Female,Life,81424.94,4,1,4752.95,14598.93,High
POL000407,35.0,Female,Auto,41908.76,1,0,2876.71,4722.17,Low
POL000408,19.0,Female,Life,64102.46,1,0,1907.24,10115.27,Low
POL000409,71.0,Male,Life,96938.69,2,0,4503.0,13581.9,Medium
POL000410,52.0,Female,Auto,83791.56,2,0,3028.71,9738.06,Medium
POL000411,33.0,Female,Auto,89216.12,1,0,4582.69,5552.25,Low
POL000412,78.0,Male,Health,84573.04,2,1,4033.26,11259.58,High
POL000413,58.0,Male,Health,115660.77,1,0,3423.36,12815.69,Low
POL000414,53.0,Female,Health,80901.08,1,0,3697.4,7400.35,Low
POL000415,87.0,Male,Health,65349.43,1,0,4600.57,8941.18,Low
POL000416,21.0,Male,Life,52106.12,4,0,3340.85,8984.87,High
POL000417,50.0,Male,Life,81240.24,3,0,2607.43,8053.65,Medium
POL000418,31.0,Female,Health,30000.0,2,1,4103.6,11676.53,High
POL000419,38.0,Female,Property,70392.77,4,0,4909.43,13972.41,High
POL000420,65.0,Female,Health,69854.0,2,0,3882.25,702.28,Medium
POL000421,37.0,Male,Property,40888.23,3,1,5370.19,11972.6,High
POL000422,73.0,Female,Auto,51793.35,3,0,932.26,8526.96,Medium
POL000423,25.0,Female,Life,95241.44,3,0,3146.14,13890.82,Medium
POL000424,24.0,Female,Life,80767.79,4,0,1349.99,1137.9,High
POL000425,127.0,Female,Property,77544.71,1,0,2254.02,11857.21,Low
POL000426,94.0,Male,Health,82658.69,3,0,3007.88,9672.04,Medium
POL000427,50.0,Female,Life,77315.69,1,0,535.87,11014.24,Low
POL000428,65.0,Male,Property,106071.56,4,1,4780.62,17928.59,High
POL000429,29.0,Female,Auto,78085.73,0,0,2474.13,11224.53,Low
POL000430,76.0,Male,Auto,38544.67,4,0,3302.09,4311.82,High
POL000431,68.0,Male,Life,115753.25,4,1,4015.93,18299.89,High
POL000432,39.0,Male,Health,84258.51,2,0,3655.14,11826.63,Medium
POL000433,72.0,Female,Property,60268.66,0,0,1895.3,11771.27,Low
POL000434,39.0,Male,Life,43664.96,0,0,2822.53,8211.15,Low
POL000435,63.0,Female,Auto,84897.86,2,0,1954.62,6262.15,Medium
POL000436,47.0,Male,Health,72070.7,0,0,3400.41,3728.96,Low
POL000437,55.0,Male,Property,114353.67,2,0,4326.77,599.08,Medium
POL000438,55.0,Female,Life,66352.32,2,1,6470.39,17397.26,High
POL000439,62.0,Male,Property,54065.48,1,1,3297.44,26185.47,High
POL000440,68.0,Male,Health,97394.91,1,1,4453.49,28133.8,High
POL000441,71.0,Female,Health,98132.05,0,0,2852.34,1768.26,Low
POL000442,25.0,Male,Auto,79216.28,2,0,1720.84,3001.05,Medium
POL000443,44.0,Male,Health,91908.93,0,0,1379.58,7271.48,Low
POL000444,44.0,Male,Life,74057.82,2,0,709.96,8917.08,Medium
POL000445,51.0,Female,Property,80846.63,1,0,968.7,10444.57,Low
POL000446,38.0,Female,Health,104124.77,1,0,3041.68,7344.68,Low
POL000447,47.0,Female,Health,90632.96,1,0,1375.82,10004.58,Low
POL000448,50.0,Female,Life,70768.14,1,0,2742.85,12945.41,Low
POL000449,45.0,Male,Property,108809.06,1,0,3388.3,5675.03,Low
POL000450,64.0,Male,Property,30000.0,2,0,1625.62,10354.76,Medium
POL000451,50.0,Female,Auto,126301.83,2,0,4772.91,9911.74,Medium
POL000452,22.0,Male,Auto,32351.02,2,1,3954.03,23036.25,High
POL000453,77.0,Male,Property,59322.68,0,0,1229.45,8794.09,Low
POL000454,78.0,Male,Life,73977.06,4,1,5799.94,17193.78,High
POL000455,65.0,Male,Life,71337.98,3,0,2489.72,12296.3,Medium
POL000456,36.0,Other,Auto,100160.28,2,0,4362.64,5942.73,Medium
POL000457,21.0,Male,Health,48554.08,2,1,3797.77,26934.65,High
POL000458,52.0,Female,Life,81519.17,0,0,1726.01,3802.81,Low
POL000459,66.0,Male,,60544.7,0,0,4455.81,11364.49,Low
POL000460,34.0,Other,Life,82378.52,2,0,3914.32,13217.86,Medium
POL000461,61.0,Male,Property,73380.69,1,0,517.5,11445.94,Low
POL000462,45.0,Male,Auto,77323.39,0,0,2875.54,7417.25,Low
POL000463,47.0,Female,Health,61251.88,2,0,1601.35,2088.22,Medium
POL000464,46.0,Female,Health,62248.4,3,0,4947.23,13109.24,Medium
POL000465,63.0,Male,Property,82181.81,1,0,4926.04,12237.86,Low
POL000466,70.0,Male,Life,98592.89,1,0,4673.11,10500.26,Low
POL000467,23.0,Male,Health,60043.02,1,0,544.9,12787.12,Low
POL000468,52.0,Male,Life,53280.81,1,0,4572.27,8042.1,Low
POL000469,77.0,Male,Property,90336.5,2,0,1970.05,14862.66,Medium
POL000470,58.0,Female,Auto,74187.4,3,0,3388.6,12572.38,Medium
POL000471,54.0,Male,Health,95762.45,2,0,2521.34,2537.58,Medium
POL000472,41.0,Male,Life,52355.07,1,0,2095.72,6092.09,Low
POL000473,,,Health,30514.03,2,1,5113.58,10687.57,High
POL000474,66.0,Other,Life,61674.9,2,0,2425.03,3441.48,Medium
POL000475,63.0,Female,Life,55841.18,0,0,1836.64,7564.49,Low
POL000476,70.0,Male,Life,73030.29,1,0,4667.08,5484.85,Low
POL000477,48.0,Male,Property,59078.87,3,0,2466.67,13655.13,Medium
POL000478,52.0,Female,Auto,93525.42,2,0,4750.86,101.73,Medium
POL000479,77.0,,Health,,3,0,2171.68,254.29,Medium
POL000480,50.0,Male,Auto,78761.86,2,0,1669.7,13813.47,Medium
POL000481,69.0,Female,Life,78940.86,0,0,4141.17,3661.37,Low
POL000482,78.0,Female,Life,79873.88,1,0,2842.2,136.83,Low
POL000483,38.0,Female,Auto,74396.77,4,0,1232.74,6620.48,High
POL000484,49.0,Male,Auto,87765.02,2,0,4676.01,3015.16,Medium
POL000485,,,Health,55108.62,2,1,6011.54,26882.72,High
POL000486,50.0,Other,Life,109985.45,1,0,3596.94,8004.0,Low
POL000487,20.0,Male,Auto,69086.57,0,0,4873.3,2188.65,Low
POL000488,35.0,,,42211.27,3,0,3533.63,12569.49,Medium
POL000489,42.0,Female,Life,79701.83,1,0,3304.44,4602.22,Low
POL000490,59.0,Female,Life,53720.49,1,0,4216.66,3402.69,Low
POL000491,48.0,Male,Health,91633.36,2,0,804.69,11122.38,Medium
POL000492,,Male,Property,130240.14,0,0,2493.03,12744.86,Low
POL000493,75.0,Female,Health,55335.7,3,0,2437.0,1487.2,Medium
POL000494,20.0,Female,Property,83309.31,0,0,3293.68,2358.42,Low
POL000495,108.0,Female,Health,31112.36,2,1,6482.77,21480.99,High
POL000496,63.0,Male,Property,86347.63,1,0,2540.69,8894.29,Low
POL000497,41.0,Male,Property,52857.16,2,0,4322.56,1340.63,Medium
POL000498,67.0,Female,Property,59379.13,2,0,4765.62,5687.67,Medium
POL000499,49.0,Female,Auto,47467.84,1,1,6173.02,11178.32,High
POL000500,64.0,Female,Life,93303.78,0,0,3673.46,13153.61,Low
POL000501,39.0,Male,Property,100182.61,2,0,2962.87,4737.25,Medium
POL000502,40.0,Female,Auto,75584.63,0,0,4404.19,3488.71,Low
POL000503,19.0,Female,Auto,53389.33,2,0,1677.84,8783.22,Medium
POL000504,93.0,Female,Health,114738.08,2,0,4385.54,1532.25,Medium
POL000505,59.0,Male,Life,56239.75,2,0,2817.89,3577.22,Medium
POL000506,,Male,Life,30000.0,2,1,4806.94,16616.63,High
POL000507,108.0,Female,Health,86459.73,0,0,4784.03,3195.36,Low
POL000508,34.0,Male,Life,47380.63,0,0,1872.83,3300.73,Low
POL000509,57.0,Male,Health,99715.22,2,0,870.88,9449.51,Medium
POL000510,50.0,Female,Auto,65471.56,1,0,3523.54,7372.88,Low
POL000511,26.0,Male,Auto,90092.83,1,0,1683.51,12948.16,Low
POL000512,60.0,Female,Property,110037.51,3,0,3388.11,11060.69,Medium
POL000513,71.0,Male,Health,44778.53,2,1,5051.5,14339.55,High
POL000514,65.0,Female,Auto,60851.57,3,1,4099.65,14315.11,High
POL000515,56.0,Other,Auto,73108.22,2,0,1567.12,12496.24,Medium
POL000516,46.0,,Health,,2,0,838.72,1285.1,Medium
POL000517,59.0,Male,Auto,58540.43,1,0,749.99,10246.9,Low
POL000518,72.0,Male,Life,60137.41,0,0,4809.09,1783.75,Low
POL000519,43.0,Male,Auto,86953.51,1,0,1694.31,8038.67,Low
POL000520,52.0,Female,Health,60569.28,2,0,3118.18,13534.05,Medium
POL000521,67.0,Female,Life,78813.15,3,0,2680.7,3647.2,Medium
POL000522,42.0,Male,Life,36211.56,2,1,5651.56,14825.99,High
POL000523,41.0,Male,Auto,130358.25,3,1,5200.36,10436.12,High
POL000524,30.0,Male,Property,41307.27,1,0,3018.56,7226.03,Low
POL000525,93.0,Female,Life,66956.18,1,0,4267.63,10899.65,Low
POL000526,,,Health,74187.97,1,0,2238.12,543.02,Low
POL000527,24.0,Female,Property,122817.2,2,0,2087.74,2050.15,Medium
POL000528,74.0,Female,Property,41878.86,0,1,4584.97,8296.87,High
POL000529,53.0,Female,Life,124592.6,1,0,2172.98,1515.82,Low
POL000530,62.0,Male,Auto,93929.42,0,0,2799.64,14342.77,Low
POL000531,37.0,Female,Property,85427.38,3,0,1279.14,7713.73,Medium
POL000532,18.0,Male,Auto,50384.16,1,0,1777.3,5716.31,Low
POL000533,25.0,Male,Life,89278.53,2,0,1405.32,14697.94,Medium
POL000534,63.0,Female,Health,56912.83,1,0,4282.96,9726.81,Low
POL000535,33.0,Female,Property,106666.53,0,0,4091.01,7785.76,Low
POL000536,31.0,Male,Health,50723.45,2,0,2264.57,3692.9,Medium
POL000537,29.0,Male,Auto,72171.04,0,1,4096.97,11700.94,High
POL000538,68.0,Male,Auto,61118.17,0,0,2347.79,5497.78,Low
POL000539,40.0,Male,Health,50311.93,1,0,1367.53,11285.82,Low
POL000540,32.0,Male,Life,93533.0,1,0,4025.02,12258.47,Low
POL000541,45.0,Male,Life,88386.47,3,0,4230.2,2961.91,Medium
POL000542,51.0,Male,Property,105225.25,0,1,3096.13,8865.55,High
POL000543,19.0,Female,Property,30503.12,3,1,6284.49,28330.61,High
POL000544,49.0,Female,Life,101604.27,1,0,3437.0,3084.4,Low
POL000545,40.0,Female,Life,137636.22,3,0,961.63,3002.26,Medium
POL000546,39.0,Male,Health,63708.97,2,0,2979.82,7005.11,Medium
POL000547,68.0,Female,Auto,122378.72,3,1,6939.56,26003.18,High
POL000548,42.0,Female,Auto,68420.97,2,0,1490.87,8603.66,Medium
POL000549,75.0,Female,Property,40689.76,1,0,3491.87,7023.24,Low
POL000550,79.0,,,67359.19,1,1,6818.5,12262.36,High
POL000551,78.0,Female,Health,101205.1,0,0,4999.34,8497.06,Low
POL000552,39.0,Female,Property,54045.59,1,0,3097.81,10153.12,Low
POL000553,75.0,Male,Health,59991.53,1,0,3525.75,1561.26,Low
POL000554,75.0,Female,Life,89838.49,3,0,3431.48,14347.04,Medium
POL000555,39.0,Female,Life,75076.5,1,0,3627.66,1463.97,Low
POL000556,66.0,Female,Life,89615.57,1,0,1608.07,10391.08,Low
POL000557,69.0,Female,Auto,80945.74,1,0,1217.33,7915.87,Low
POL000558,59.0,Male,Life,86990.63,3,0,2333.43,13274.42,Medium
POL000559,23.0,Male,Property,64192.47,1,0,2596.52,6270.0,Low
POL000560,32.0,Female,Auto,80793.27,3,0,3934.86,7677.29,Medium
POL000561,71.0,Female,,51815.67,3,0,3302.26,8338.56,Medium
POL000562,60.0,Female,Property,107210.84,1,0,2985.24,13135.22,Low
POL000563,77.0,Male,Property,59143.13,2,0,2743.2,12014.75,Medium
POL000564,54.0,Male,Health,103221.19,0,0,1503.81,4273.63,Low
POL000565,50.0,Female,Auto,69159.83,2,0,2177.58,14333.31,Medium
POL000566,25.0,Female,Property,80049.98,2,0,992.22,11320.75,Medium
POL000567,70.0,Female,Property,62625.89,2,0,796.24,279.46,Medium
POL000568,77.0,Male,,49600.11,0,0,559.43,2837.81,Low
POL000569,61.0,Female,Auto,31380.99,0,0,894.4,12851.51,Low
POL000570,61.0,Male,Auto,48616.9,2,0,3177.11,9723.36,Medium
POL000571,22.0,Female,Auto,66902.28,0,0,4871.86,3946.12,Low
POL000572,56.0,Male,Property,80296.98,2,0,629.06,2654.19,Medium
POL000573,21.0,Male,Life,100259.48,1,0,4024.43,2286.6,Low
POL000574,23.0,,Health,,3,1,4737.11,9074.83,High
POL000575,62.0,Female,Life,52950.98,1,0,4364.36,13488.1,Low
POL000576,49.0,Male,Auto,38932.13,0,0,4754.05,5345.49,Low
POL000577,69.0,Female,Property,87001.59,3,1,3712.47,24651.33,High
POL000578,47.0,Male,Property,109579.86,1,0,4089.95,1762.33,Low
POL000579,64.0,Male,Life,106658.26,3,0,888.16,8017.85,Medium
POL000580,87.0,,,92748.32,3,0,2115.19,5208.83,Medium
POL000581,72.0,Male,Health,90963.58,2,0,3274.46,2491.76,Medium
POL000582,57.0,,,117440.59,1,0,576.79,11986.9,Low
POL000583,69.0,Male,Life,83302.04,2,0,2635.72,12251.54,Medium
POL000584,33.0,Female,Health,91153.24,2,0,537.38,4663.44,Medium
POL000585,30.0,Female,Auto,66980.4,3,0,3837.25,9841.11,Medium
POL000586,67.0,Male,Life,40948.92,1,0,1695.55,5971.68,Low
POL000587,77.0,Female,Auto,57903.78,2,0,3897.29,762.69,Medium
POL000588,59.0,Male,Health,74771.02,1,0,2660.29,6473.89,Low
POL000589,47.0,,,76519.63,3,0,985.97,8680.32,Medium
POL000590,36.0,Male,Property,123157.15,1,0,4636.81,4555.65,Low
POL000591,89.0,Male,Property,77031.93,0,0,3640.84,14238.55,Low
POL000592,73.0,Male,Auto,104471.09,1,0,3759.79,8414.84,Low
POL000593,36.0,Male,Property,64123.07,2,0,1538.87,5634.9,Medium
POL000594,45.0,Male,Health,67208.1,1,0,1065.14,11051.8,Low
POL000595,75.0,Female,Property,41774.81,2,0,4795.16,5179.71,Medium
POL000596,72.0,,Auto,,0,0,2058.32,468.12,Low
POL000597,43.0,Female,Auto,88174.53,1,0,1555.0,223.09,Low
POL000598,54.0,Female,Auto,75189.0,2,0,4452.86,4599.35,Medium
POL000599,43.0,Male,Life,98573.47,2,0,2585.03,2424.16,Medium
POL000600,70.0,Male,Auto,79531.35,2,1,3978.54,13822.01,High
POL000601,79.0,Male,Health,66188.66,3,1,6187.58,29867.15,High
POL000602,40.0,Male,Property,128707.42,4,0,4861.06,4704.85,High
POL000603,26.0,Female,Property,72652.41,3,0,2633.1,8438.75,Medium
POL000604,29.0,,Life,,2,0,2409.59,13802.72,Medium
POL000605,70.0,Male,Life,64969.77,0,0,790.85,10504.56,Low
POL000606,18.0,Male,Health,,4,1,6822.53,8743.11,High
POL000607,75.0,Female,Auto,98200.39,3,0,2934.61,13019.13,Medium
POL000608,75.0,Female,Life,80212.3,0,0,4848.0,5026.59,Low
POL000609,18.0,Male,Property,30000.0,1,0,1074.33,3047.89,Low
POL000610,64.0,Female,Life,75456.31,4,0,2259.72,11232.83,High
POL000611,51.0,Female,,105761.5,4,0,1643.18,976.03,High
POL000612,49.0,Male,Auto,88187.02,1,0,3504.35,6420.32,Low
POL000613,79.0,Male,Life,86145.97,4,0,822.62,4377.44,High
POL000614,71.0,Female,Health,31943.58,3,0,4966.76,14572.74,Medium
POL000615,65.0,Female,Property,56988.62,0,0,3714.37,5718.72,Low
POL000616,42.0,Female,Auto,85283.94,3,0,2215.69,9985.09,Medium
POL000617,57.0,Male,Property,85259.58,0,0,2157.47,4100.42,Low
POL000618,62.0,Male,Health,105366.67,1,0,2662.24,14749.27,Low
POL000619,70.0,Female,Health,71378.33,3,0,3640.41,2787.84,Medium
POL000620,18.0,Female,Life,85145.6,3,0,3161.67,13609.87,Medium
POL000621,112.0,Male,Life,75409.36,1,0,2678.1,6736.04,Low
POL000622,78.0,Female,Life,50326.43,5,0,1379.34,6466.41,High
POL000623,56.0,Female,Property,30000.0,7,0,1282.06,10549.33,High
POL000624,22.0,Female,Health,85775.24,2,0,4620.99,1490.43,Medium
POL000625,39.0,Female,Auto,79348.68,0,0,2982.41,8245.71,Low
POL000626,46.0,Female,Life,59545.62,1,0,3109.58,3377.56,Low
POL000627,72.0,Male,Property,34520.67,4,1,3621.86,13272.63,High
POL000628,95.0,Female,Life,90743.49,1,0,3686.56,13174.37,Low
POL000629,29.0,Male,Health,68352.0,1,0,4107.16,14959.57,Low
POL000630,43.0,Female,Auto,88921.87,2,0,2350.58,14570.83,Medium
POL000631,33.0,Male,Health,121601.21,1,0,736.8,12335.3,Low
POL000632,68.0,Female,Property,30000.0,1,0,1635.86,13807.56,Low
POL000633,112.0,Male,Life,57509.98,2,0,4197.29,13870.77,Medium
POL000634,,Male,Health,69765.61,0,0,3020.92,2727.79,Low
POL000635,74.0,Male,Property,111370.65,1,0,4465.78,1376.91,Low
POL000636,46.0,Male,Life,34089.92,0,0,2217.89,1989.11,Low
POL000637,31.0,Female,Auto,123396.53,2,0,1917.35,2522.81,Medium
POL000638,45.0,Female,Health,78396.4,1,0,506.4,12354.46,Low
POL000639,22.0,Female,Life,72599.98,0,0,1310.94,14125.0,Low
POL000640,64.0,Male,Life,70048.51,1,0,2008.22,5342.4,Low
POL000641,66.0,Male,Life,64093.42,0,0,857.54,612.02,Low
POL000642,,,Life,101202.92,1,0,3220.69,4681.45,Low
POL000643,63.0,Male,Health,48286.98,0,0,4953.72,10621.46,Low
POL000644,79.0,Female,Life,83635.35,4,0,761.95,14149.28,High
POL000645,69.0,Male,Property,65395.46,3,0,2263.44,6800.44,Medium
POL000646,,Male,Health,55946.66,0,0,2300.37,5107.4,Low
POL000647,29.0,Male,Life,139649.38,4,0,814.24,9833.03,High
POL000648,33.0,Male,Health,85476.27,1,1,3561.5,8662.56,High
POL000649,43.0,Female,Property,90331.64,1,1,6113.64,10055.43,High
POL000650,43.0,Female,,103444.42,3,0,4800.05,6269.1,Medium
POL000651,65.0,Male,Health,39466.25,2,1,6613.6,10409.84,High
POL000652,38.0,Male,Life,118807.3,1,1,3324.05,12183.79,High
POL000653,56.0,,Life,,0,0,3839.78,10013.99,Low
POL000654,53.0,Male,Property,55780.84,2,1,3090.49,14279.91,High
POL000655,50.0,Male,Life,63524.21,4,0,4136.8,1934.94,High
POL000656,79.0,Female,Property,89543.08,0,0,4182.5,4286.09,Low
POL000657,47.0,Female,Life,80467.96,1,1,5271.09,28245.49,High
POL000658,54.0,Female,Property,70829.63,1,0,1502.61,5508.46,Low
POL000659,40.0,Male,Auto,74700.07,2,0,3173.72,6419.48,Medium
POL000660,75.0,Male,Life,50549.42,4,1,3021.39,21001.62,High
POL000661,92.0,Female,Life,37569.19,2,0,1977.63,6461.19,Medium
POL000662,71.0,Female,Life,93162.79,1,0,2377.73,12765.17,Low
POL000663,22.0,Female,Health,92342.65,1,0,2443.67,1134.49,Low
POL000664,53.0,Male,Life,114612.36,0,0,2470.47,10397.02,Low
POL000665,51.0,Female,Health,55249.57,2,0,4025.8,1038.84,Medium
POL000666,69.0,Male,Health,92320.38,2,0,3290.83,11871.19,Medium
POL000667,48.0,Female,Property,67907.33,1,0,3388.01,8328.05,Low
POL000668,27.0,Female,Health,104761.87,0,0,3958.97,8382.5,Low
POL000669,,Female,Health,100549.07,0,1,5572.08,11186.07,High
POL000670,36.0,Male,Auto,80280.23,1,0,2589.91,13559.71,Low
POL000671,75.0,Female,Life,66511.75,0,0,4348.32,7685.51,Low
POL000672,49.0,Male,Health,99023.3,1,0,3675.66,3980.51,Low
POL000673,18.0,Male,Life,91172.61,3,0,4460.43,12379.54,Medium
POL000674,73.0,Male,Health,57888.99,1,0,2539.5,14227.19,Low
POL000675,95.0,Female,Property,41805.03,3,0,3946.46,3710.14,Medium
POL000676,62.0,Male,Auto,67786.68,4,0,1696.94,9118.44,High
POL000677,21.0,Male,Health,112885.35,0,0,4405.05,8869.72,Low
POL000678,33.0,Female,Life,103662.18,1,0,1835.08,9183.34,Low
POL000679,41.0,Male,Property,47191.81,3,0,2032.7,8507.08,Medium
POL000680,88.0,Female,Life,45806.06,0,0,3729.49,1592.64,Low
POL000681,72.0,Male,Property,,0,0,3864.91,6246.05,Low
POL000682,19.0,Male,Auto,46609.1,2,0,736.71,14787.16,Medium
POL000683,66.0,Female,Property,87732.38,1,1,3473.55,17542.57,High
POL000684,45.0,Male,Life,59598.22,0,0,1623.7,10077.56,Low
POL000685,49.0,Male,Life,115426.12,2,0,4999.4,13425.06,Medium
POL000686,44.0,Female,Health,55739.38,2,0,4201.0,3089.8,Medium
POL000687,37.0,Female,Property,103584.04,3,0,3717.71,12056.05,Medium
POL000688,41.0,,Life,,1,0,4835.47,3702.44,Low
POL000689,29.0,Male,Health,81304.87,2,1,6225.81,13826.32,High
POL000690,67.0,Male,Auto,30000.0,0,1,3693.94,8515.86,High
POL000691,52.0,Female,Life,30000.0,1,1,5069.19,10886.36,High
POL000692,77.0,Female,Health,69485.85,0,0,1858.8,3034.42,Low
POL000693,,,Life,81172.65,0,0,507.91,1149.4,Low
POL000694,50.0,Female,Property,46870.05,1,0,3717.26,8346.53,Low
POL000695,78.0,Female,Health,47782.66,1,0,1202.51,2301.05,Low
POL000696,68.0,Female,Property,,0,0,1792.58,2846.3,Low
POL000697,60.0,Male,Auto,89071.36,1,0,4201.27,10581.49,Low
POL000698,54.0,Female,Property,71556.47,0,0,4000.62,9220.39,Low
POL000699,29.0,Male,Health,94505.04,1,0,2636.48,14209.9,Low
POL000700,20.0,Male,Life,45644.94,0,0,969.52,4918.9,Low
POL000701,18.0,Female,Health,66101.63,0,0,1842.39,3294.42,Low
POL000702,50.0,,,116196.94,0,0,2639.88,9870.52,Low
POL000703,57.0,Male,Property,76708.05,3,0,3956.8,14582.76,Medium
POL000704,27.0,Male,Life,78157.81,0,0,4931.21,8346.84,Low
POL000705,60.0,Male,Auto,132648.66,2,0,3315.12,4477.87,Medium
POL000706,61.0,Female,Health,40016.45,1,0,740.13,13666.0,Low
POL000707,46.0,Female,Life,94910.76,0,0,1495.09,9194.9,Low
POL000708,30.0,Male,Life,116599.66,4,0,1667.91,3269.65,High
POL000709,29.0,Male,Life,66878.55,0,0,3354.96,14249.27,Low
POL000710,48.0,Female,Health,96490.77,1,0,582.91,4167.85,Low
POL000711,63.0,Male,Health,50449.51,2,0,2779.51,13487.41,Medium
POL000712,19.0,Female,Health,57831.69,2,0,4980.74,9257.34,Medium
POL000713,78.0,Other,Auto,84624.16,1,0,3959.04,7589.45,Low
POL000714,68.0,Male,Life,94964.17,2,0,3962.17,5055.25,Medium
POL000715,67.0,Female,Property,103023.41,0,0,3854.23,1870.89,Low
POL000716,52.0,Male,Property,114240.71,3,1,3918.88,29011.84,High
POL000717,40.0,Male,Life,73313.84,2,1,6012.41,13270.54,High
POL000718,34.0,Female,Property,104840.29,2,0,4023.08,4402.18,Medium
POL000719,43.0,Male,Auto,66442.38,3,0,3406.49,1192.57,Medium
POL000720,25.0,Other,Auto,97552.28,1,0,1530.06,8738.74,Low
POL000721,46.0,Female,Health,80187.22,2,0,4905.5,7180.18,Medium
POL000722,43.0,Male,Health,86141.95,0,0,4930.36,1686.3,Low
POL000723,27.0,Male,Health,85587.7,3,0,2182.6,7011.42,Medium
POL000724,43.0,Male,Health,34882.37,2,1,5814.98,23331.75,High
POL000725,79.0,Male,Health,46896.95,2,0,3566.15,13979.79,Medium
POL000726,51.0,Male,Property,77563.54,0,1,4456.96,17732.76,High
POL000727,68.0,Male,Property,32818.02,2,0,1313.83,10899.88,Medium
POL000728,58.0,Male,Health,95780.28,2,0,2605.31,3843.61,Medium
POL000729,94.0,Female,Auto,96788.9,1,0,3784.69,7170.24,Low
POL000730,21.0,Female,Property,83179.26,1,1,3438.11,26024.82,High
POL000731,75.0,Female,Auto,46971.65,1,0,3261.27,13088.14,Low
POL000732,70.0,Male,Auto,109503.47,1,0,3884.84,11705.32,Low
POL000733,67.0,Male,Life,125930.27,0,1,4128.1,20523.97,High
POL000734,62.0,Female,Life,78676.92,3,0,3262.02,12369.58,Medium
POL000735,28.0,Female,Health,87763.38,1,0,3940.34,11165.27,Low
